id,userid,title,description: Add in contextual info here. Do not repeat the title.,Source Event,Activity,Start time [yyyy],End time [yyyy],Location,Agent,Genre,Style & Movement,Object,Label,Value,Annotation URI,ca_sec_id,,EOL
event460,user6,Edward McGuire lived on the Aran Islands off Co. Galway.,,sourceevent457,Live,1955,1956,Aran Islands,"McGuire, Edward",,,,,,,71d4febc-c6e4-11e2-8753-002590937d1c,,EOL
event46,user2,Anthony Blunt organised an exhibition of Nicolas Poussin's early work.,,sourceevent313,Exhibit,1960,,Paris,"Louvre|Blunt, Anthony|Mahon, Denis|Poussin, Nicholas",,Classicism,,,,,716e843e-c6e4-11e2-8753-002590937d1c,,EOL
event459,user6,Edward McGuire died. ,,sourceevent456,Death,1986,,Dublin,"McGuire, Edward",,,,,,,71357130-c6e4-11e2-8753-002590937d1c,,EOL
event458,user6,Edward McGuire formed a friendship with Lucian Freud.,,sourceevent455,Friendship,1950,,Dublin,"McGuire, Edward|Freud, Lucian",,,,,,,70fe9548-c6e4-11e2-8753-002590937d1c,,EOL
event457,user6,Edward McGuire formed a friendship with Patrick Swift.,,sourceevent454,Friendship,1950,,Dublin,"McGuire, Edward|Swift, Patrick",,,,,,,709b2922-c6e4-11e2-8753-002590937d1c,,EOL
event456,user6,Edward McGuire studied at the Slade School of Fine Art.,,sourceevent453,Study,,,London,"McGuire, Edward|Slade School of Fine Art  ",,,,,,,7046af0a-c6e4-11e2-8753-002590937d1c,,EOL
event455,user6,Edward McGuire studied art at the Accademia di Belle Arti di Roma.,,sourceevent452,Study,1953,,Rome,"McGuire, Edward|Accademia di Belle Arti di Roma ",,,,,,,6ff126fc-c6e4-11e2-8753-002590937d1c,,EOL
event454,user6,Edward McGuire was born in Dublin.,,sourceevent451,Birth,1932,,Dublin,"McGuire, Edward",,,,,,,6f96b37a-c6e4-11e2-8753-002590937d1c,,EOL
event453,user6,Patrick Swift exhibited at the Irish Exhibition of Living Art.,,sourceevent450,Exhibit,1950,1951,Dublin,"Swift, Patrick",,,,,,,6f389ec0-c6e4-11e2-8753-002590937d1c,,EOL
event451,user6,"Patrick Swift had a studio on Hatch Street, Dublin.",,sourceevent448,Artist studio,1950,1952,Dublin,"Swift, Patrick",,,,,,,6f04179a-c6e4-11e2-8753-002590937d1c,,EOL
event450,user6,Patrick Swift attended the Grande Chaumière.,,sourceevent447,Attend,1950,,Paris,"Swift, Patrick|Grande Chaumière",,,,,,,6ebda594-c6e4-11e2-8753-002590937d1c,,EOL
event45,user2,Denis Mahon began a professional rivalry with Anthony Blunt over Nicolas Poussin.,"In 1960 Mahon published a public disagreement with the dating and chronology of early works of Poussin, then on display at the Louvre exhibition on Poussin, a show arranged by the other high-profile British Poussin scholar, Anthony Blunt. This professional rivalry lasted throughout both their careers. ",sourceevent312,Rival,1960,,London|Paris,"Louvre|Blunt, Anthony|Mahon, Denis|Poussin, Nicholas",,Classicism,,,,,6e5e446e-c6e4-11e2-8753-002590937d1c,,EOL
event449,user6,Patrick Swift attended night classes at the National College of Art.,He studied under Sean Keating.,sourceevent446,Study,1946,1948,Dublin,"Swift, Patrick|Sean Keating",,,,,,,6dc7cfca-c6e4-11e2-8753-002590937d1c,,EOL
event448,user6,Patrick Swift had a retrospective at the Irish Museum of Modern Art (IMMA).,,sourceevent445,Exhibit,1993,,Dublin,"Swift, Patrick|IMMA",,,,,,,6d7a0a42-c6e4-11e2-8753-002590937d1c,,EOL
event447,user6,Patrick Swift had a one-man exhibition in Lisbon.,,sourceevent444,Exhibit,1974,,Lisbon,"Swift, Patrick",,,,,,,6d3b8628-c6e4-11e2-8753-002590937d1c,,EOL
event446,user6,Patrick Swift had a one-man exhibition in Dublin. ,,sourceevent443,Exhibit,1952,,Dublin,"Swift, Patrick",,,,,,,6cf5612a-c6e4-11e2-8753-002590937d1c,,EOL
event445,user6,Patrick Swift died in Portugal.,,sourceevent442,Death,1983,,Algarve|Portugal,"Swift, Patrick",,,,,,,6cc1097a-c6e4-11e2-8753-002590937d1c,,EOL
event444,user6,Patrick Swift was born in Dublin.,,sourceevent441,Birth,1927,,Dublin,"Swift, Patrick",,,,,,,6c64262e-c6e4-11e2-8753-002590937d1c,,EOL
event443,user6,Lucian Freud died in London.,,sourceevent440,Death,2011,,London,"Freud, Lucian",,,,,,,6c1be2ce-c6e4-11e2-8753-002590937d1c,,EOL
event442,user6,Lucian Freud moved to London.,"He moved with his family to St John's Wood, London.",sourceevent439,Travel,1933,,London,"Freud, Lucian",,,,,,,6be8f724-c6e4-11e2-8753-002590937d1c,,EOL
event441,user6,Lucian Freud shared Patrick Swift's Dublin studio.,In the early '50s Lucian Freud was a frequent visitor to Dublin.,sourceevent438,Artist studio,1950,1953,Dublin,"Freud, Lucian|Swift, Patrick",,,,,,,6ba709a4-c6e4-11e2-8753-002590937d1c,,EOL
event440,user6,Lucian Freud travelled to Paris.,,sourceevent437,Travel,1946,,Paris,"Freud, Lucian",,,,,,,6b4992f6-c6e4-11e2-8753-002590937d1c,,EOL
event44,user2,Denis Mahon purchased Guido Reni's The Rape of Europa at a Christie's auction.,,sourceevent311,Acquire,1945,,London,"Christie's Fine Art Auctioneers|Mahon, Denis |Reni, Guido",Mythological Art,Classicism,Rape of Europa,,,,6b103646-c6e4-11e2-8753-002590937d1c,,EOL
event439,user6,Lucian Freud invalided-out of the merchant seaman service.,,sourceevent436,Army service,1942,,,"Freud, Lucian",,,,,,,6ab2c858-c6e4-11e2-8753-002590937d1c,,EOL
event438,user6,Lucian Freud served as a merchant seaman.,,sourceevent435,Army service,1941,,,"Freud, Lucian",,,,,,,6a8045cc-c6e4-11e2-8753-002590937d1c,,EOL
event437,user6,Lucian Freud was born in Berlin.,,sourceevent434,Birth,1922,,Berlin,"Freud, Lucian",,,,,,,6a0aec5a-c6e4-11e2-8753-002590937d1c,,EOL
event436,user6,Le Corbusier published The Radiant City.,Included his theories on urbanism.,sourceevent433,Publish,1935,,,Le Corbusier,,,,,,,69c247e8-c6e4-11e2-8753-002590937d1c,,EOL
event435,user6,Le Corbusier moved to Paris.,,sourceevent432,Travel,1917,,Paris,Le Corbusier,,,,,,,6988a6a0-c6e4-11e2-8753-002590937d1c,,EOL
event434,user6,Le Corbusier travelled to Paris.,,sourceevent431,Travel,1907,,Paris,Le Corbusier,,,,,,,695661c2-c6e4-11e2-8753-002590937d1c,,EOL
event433,user6,Le Corbusier met the Cubist painter Amédée Ozenfant.,,sourceevent430,Meet,1918,,Paris,"Le Corbusier|Ozenfant, Amédée",,,,,,,6923b1b4-c6e4-11e2-8753-002590937d1c,,EOL
event432,user6,Le Corbusier became a French citizen.,,sourceevent429,Citizenship,1930,,France,Le Corbusier,,,,,,,68bdc020-c6e4-11e2-8753-002590937d1c,,EOL
event431,user6,Le Corbusier was born in Switzerland. ,"Charles-Édouard Jeanneret, was known as Le Corbusier.",sourceevent428,Birth,1887,,La Chaux-de-Fonds|Switzerland,Le Corbusier,,,,,,,68747fd2-c6e4-11e2-8753-002590937d1c,,EOL
event430,user6,Eileen Gray died.,,sourceevent427,Death,1976,,Paris,"Gray, Eileen",,,,,,,68062b2c-c6e4-11e2-8753-002590937d1c,,EOL
event43,user2,"Guido Reni was commissioned to paint, The Rape of Europa, by the King of Poland.",,sourceevent310,Commission,1636,,Poland,"King of Poland|Reni, Guido",Mythological Art,Classicism,Rape of Europa,,,,67d43b9e-c6e4-11e2-8753-002590937d1c,,EOL
event429,user6,"Eileen Gray's Le Destin screen sold for $36,000.",,sourceevent426,Auction,1972,,,"Gray, Eileen",,,,,,,67676802-c6e4-11e2-8753-002590937d1c,,EOL
event428,user6,Eileen Gray made a Dragons armchair.,,sourceevent425,Design,1917,1919,Paris,"Gray, Eileen",,,,,,,673600be-c6e4-11e2-8753-002590937d1c,,EOL
event427,user6,An Eileen Gray armchair sold at auction for €21.9 million.,A Dragons armchair.,sourceevent424,Auction,2009,,Paris,"Gray, Eileen",,,,,,,6702b704-c6e4-11e2-8753-002590937d1c,,EOL
event426,user6,Eileen Gray studied painting at the Slade School of Fine Art.,,sourceevent423,Study,1898,,London,"Gray, Eileen",,,,,,,66cf3870-c6e4-11e2-8753-002590937d1c,,EOL
event425,user6,"Eileen Gray was born in Wexford, Ireland.",Eileen Gray was born Katherine Eileen Moray Smith.,sourceevent422,Birth,1878,,Enniscorthy|Wexford,"Gray, Eileen",,,,,,,669ca7d4-c6e4-11e2-8753-002590937d1c,,EOL
event424,user6,Eileen Gray created Lacquer Box.,,sourceevent421,Design,1920,,Paris,"Gray, Eileen",,,,,,,663f4b48-c6e4-11e2-8753-002590937d1c,,EOL
event423,user6,Eileen Gray worked on the design of Transat Chair.,,sourceevent420,Design,1925,1930,Paris,"Gray, Eileen",,,,,,,660de544-c6e4-11e2-8753-002590937d1c,,EOL
event422,user6,Eileen Gray designed Black with a Red Square Carpet Template.,,sourceevent419,Design,1925,,Paris,"Gray, Eileen",,,,,,,65dbc974-c6e4-11e2-8753-002590937d1c,,EOL
event421,user6,Eileen Gray designed Green Japanese Style Carpet Template.,,sourceevent418,Design,1919,1920,Paris,"Gray, Eileen",,,,,,,65ab1856-c6e4-11e2-8753-002590937d1c,,EOL
event420,user6,Eileen Gray designed the St. Tropez rug.,,sourceevent417,Design,1925,,Paris,"Gray, Eileen",,,,,,,65788d14-c6e4-11e2-8753-002590937d1c,,EOL
event419,user6,Eileen Gray begins small-scale architecture studies.,,sourceevent416,Create,1923,,Paris,"Gray, Eileen",,,,,,,652da196-c6e4-11e2-8753-002590937d1c,,EOL
event418,user6,Eileen Gray created Lacquer Box.,,sourceevent415,Create,1920,,Paris,"Gray, Eileen",,,,,,,64fbd468-c6e4-11e2-8753-002590937d1c,,EOL
event417,user6,Eileen Gray went to America.,On a ‘French Line' ocean liner in 1924.,sourceevent414,Travel,1924,,USA,"Gray, Eileen",,,,,,,64a9f76a-c6e4-11e2-8753-002590937d1c,,EOL
event416,user6,Eileen Gray opened a weaving workshop in Paris.,,sourceevent413,Found,1909,,Paris,"Gray, Eileen",,,,,,,6461021c-c6e4-11e2-8753-002590937d1c,,EOL
event415,user6,Eileen Gray went to Morocco.,,sourceevent412,Travel,1909,,Morocco,"Gray, Eileen",,,,,,,642d7258-c6e4-11e2-8753-002590937d1c,,EOL
event414,user6,Eileen Gray learned weaving and wool-dyeing techniques in Morocco.,,sourceevent411,Study,1909,,Morocco,"Gray, Eileen",,,,,,,63e44cd6-c6e4-11e2-8753-002590937d1c,,EOL
event413,user2,Sarah cast out Hagar and Ishmael.,According to Genesis 16,sourceevent410,Evict,,,,Sarah|Hagar|Ishmael,Christian Art,,,,,,63a5290c-c6e4-11e2-8753-002590937d1c,,EOL
event412,user2,The Pharoah's daughter found and rescued the infant Moses.,According to the Book of Exodus,sourceevent409,Rescue,,,,Moses|Pharaoh's daughter,Christian Art,,,,,,631b665e-c6e4-11e2-8753-002590937d1c,,EOL
event411,user2,Amnon was killed at a feast.,The second book of Samuel in the Old Testament describes the assassination of Amnon,sourceevent408,Assassinate,,,,Amnon,Christian Art,,,,,,62a25a66-c6e4-11e2-8753-002590937d1c,,EOL
event410,user2,Guercino created the drawing Four Women and a Child.,,sourceevent407,Draw,1628,,,Guercino,Christian Art,Baroque,Four Women and a Child,,,,624486c0-c6e4-11e2-8753-002590937d1c,,EOL
event41,user2,Denis Mahon attended Nikolaus Pevsner's lectures at the Courtauld Institute in London.,,sourceevent309,Teach,1933,,London,"Mahon, Denis|Pevsner, Nikolaus|Courtauld Institute",,Baroque,,,,,620b6764-c6e4-11e2-8753-002590937d1c,,EOL
event409,user2,"Denis Mahon bought Bartolozzi's etching, Four Women and a Child.",The etching was based ona  drawing by Guercino.,sourceevent406,Acquire,1980,1989,,"Mahon, Denis|Bartolozzi, Francesco|Guercino",Christian Art,Baroque,Four Women and a Child,,,,61d5933c-c6e4-11e2-8753-002590937d1c,,EOL
event408,user2,"Denis Mahon bought Bartolozzi's etching, The Assassination of Amnon.",The etching was based ona  drawing by Guercino.,sourceevent405,Acquire,1980,1989,,"Mahon, Denis|Bartolozzi, Francesco|Guercino",Christian Art,Baroque,Assassination of Amnon,,,,61880f2c-c6e4-11e2-8753-002590937d1c,,EOL
event407,user2,Guercino created the drawing The Assassination of Amnon.,,sourceevent404,Draw,1628,,,Guercino,Christian Art,Baroque,Assassination of Amnon,,,,613baea2-c6e4-11e2-8753-002590937d1c,,EOL
event406,user2,Denis Mahon identified Guercino's sketch Group of Five Amorini as Study of Putti for Aurora.,,sourceevent403,Identify,1934,,London,"Mahon, Denis|Guercino",Mythological Art,Baroque,Study of Putti for Aurora,,,,60ef6272-c6e4-11e2-8753-002590937d1c,,EOL
event405,user2,"Guercino created the sketch, Group of Five Amorini (recto); Aurora with Wings (verso).",,sourceevent402,Draw,,,,Guercino,Mythological Art,Baroque,,,,,60a3855a-c6e4-11e2-8753-002590937d1c,,EOL
event404,user2,Classicism became popular in Rome.,,sourceevent401,Become popular,1600,1620,Rome,,,Classicism,,,,,60632d20-c6e4-11e2-8753-002590937d1c,,EOL
event403,user2,"Guercino started painting in an austere, classical style.","Before the 1620s, Guercino's style was dark and dramatic- his use of ‘chiaroscuro' (extremes of deep shadows and bright highlights), bold naturalism, and innovative compositions led many to call him one of the Caravaggisti, or a follower of the artist, Caravaggio (1571-1610). Guercino began to paint in a very different manner, in a more austere, classical style similar to that of Annibale Carracci (1560-1609).",sourceevent400,Paint,1621,1666,Rome|Cento|Bologna,"Guercino|Carracci, Annibale",,Classicism,,,,,601931b6-c6e4-11e2-8753-002590937d1c,,EOL
event402,user6,Roger Casement's father died.,,sourceevent337,Death,1877,,,Captain Roger Casement,,,,,,,5fe67b7c-c6e4-11e2-8753-002590937d1c,,EOL
event401,user6,Roger Casement's mother Anne Jephson died.,Roger Casement's mother Anne Jephson died in childbirth.,sourceevent336,Death,1873,,,Anne Jephson|Roger Casement,,,,,,,5fa60948-c6e4-11e2-8753-002590937d1c,,EOL
event400,user6,Roger Casement was born.,"Roger Casement was born in 1864 in Sandycove, Co. Dublin.",sourceevent335,Birth,1864,,Sandycove|Dublin,"Casement, Roger ",,,,,,,5f510fa6-c6e4-11e2-8753-002590937d1c,,EOL
event40,user2,Denis Mahon received an M.A.in history from Oxford University.,,sourceevent308,Award,1932,,Oxford,"Mahon, Denis",,,,,,,5ef197b0-c6e4-11e2-8753-002590937d1c,,EOL
event39,user2,"Kenneth Clark evacuated the collection of the National Gallery, London to Wales.","During World War II, Clark and Davies evacuated nearly the entire collection to safe haven in a quarry cavern in Wales and instituted the Dame J. Myra Hess concerts in the empty museum.",sourceevent307,Evacuate,1939,1945,London|Wales,"Clark, Kenneth|National Gallery London",,,,,,,5ec0f010-c6e4-11e2-8753-002590937d1c,,EOL
event38,user2,Kenneth Clark was knighted.,,sourceevent306,Knight,1938,,London,"Clark, Kenneth",,,,,,,5e72e622-c6e4-11e2-8753-002590937d1c,,EOL
event37,user2,King George V appointed Kenneth Clark surveyor of the King's pictures.,,sourceevent305,Appoint,1934,,London,"Clark, Kenneth|George V, King",,,,,,,5e2c0324-c6e4-11e2-8753-002590937d1c,,EOL
event36,user2,Kenneth Clark became keeper of the Department of Fine Art in the Ashmolean Museum.,,sourceevent304,Curator,1931,,Oxford,"Clark, Kenneth|Ashmolean Museum",,,,,,,5de2254c-c6e4-11e2-8753-002590937d1c,,EOL
event35,user2,"Sir Kenneth Clark was Director of the National Gallery, London.",He became director at age 31- the youngest director ever,sourceevent303,Museum Director,1933,1945,London,"Clark, Kenneth|National Gallery London",,,,,,,5d579300-c6e4-11e2-8753-002590937d1c,,EOL
event34,user2,Sir Kenneth Clark died.,"He died in a nursing home in Hythe, Kent, United Kingdom shortly before his 80th birthday.",sourceevent302,Death,1983,,Hythe|Kent|United Kingdom,"Clark, Kenneth",,,,,,,5d0c151a-c6e4-11e2-8753-002590937d1c,,EOL
event33,user2,Sir Kenneth Clark was born.,He was born in London and his parents were Kenneth MacKenzie Clark and Margaret Alice Clark,sourceevent301,Birth,1903,,London,"Clark, Kenneth|MacKenzie Clark, Kenneth|Clark, Margaret Alice",,,,,,,5c8e6aca-c6e4-11e2-8753-002590937d1c,,EOL
event32,user2,Denis Mahon catalogued the Royal Collection of Guercino drawings,"The largest group of drawings by Guercino is at Windsor Castle, in the Royal Collection, which Denis Mahon catalogued, together with Nicholas Turner, in 1989.",sourceevent300,Catalogue,1989,,Windsor Castle|London,"Mahon, Denis|Turner, Nicholas|Guercino",,Baroque,,,,,5c26624a-c6e4-11e2-8753-002590937d1c,,EOL
event27,user6,Liberty Leading the People was painted by Eugene Delacroix.,,sourceevent27,Paint,1830,1830,Paris,"Delacroix, Eugene ",,Romantic,Liberty leading the People,,,,5bb78474-c6e4-11e2-8753-002590937d1c,,EOL
event265,user2,Giovanni Pietro Bellori was appointed secretary of the Accademia di San Luca.,,sourceevent334,Appoint,1671,,Rome,"Accademia di San Luca|Bellori, Giovanni Pietro",,,,,,,5b57e47e-c6e4-11e2-8753-002590937d1c,,EOL
event264,user2,Giovanni Pietro Bellori delivered an influential speech to the Accademia di San Luca on the 'Ideal in Art'.,"In 1672 he published this as a preface to his biographies of recent and contemporary artists, entitled: Le vite de' pittori, scultori et architetti moderni (The lives of the modern painters, sculptors, and architects).",sourceevent333,Teach,1664,,Rome,"Accademia di San Luca|Bellori, Giovanni Pietro",,,,,,,5b247daa-c6e4-11e2-8753-002590937d1c,,EOL
event263,user2,"The Accademia di San Luca, (the ""Academy of Saint Luke"") was founded.","The Accademia di San Luca, (the ""Academy of Saint Luke"") was founded in 1577 as an association of artists in Rome, under the directorship of Federico Zuccari, with the purpose of elevating the work of ""artists"", which included painters, sculptors and architects, above that of mere craftsmen.",sourceevent332,Found,1577,,Rome,Accademia di San Luca,,,,,,,5aefe342-c6e4-11e2-8753-002590937d1c,,EOL
event262,user2,The Carracci family of artists rose to prominence.,,sourceevent290,Rise to power,1590,1599,,"Carracci, Annibale ",,Classicism,,,,,5aa67e00-c6e4-11e2-8753-002590937d1c,,EOL
event261,user2,"Henry Ulick Browne, the 5th Marquess of Sligo, died.",,sourceevent288,Death,1913,,,"Browne, Henry Ulick|Marquess of Sligo, 5th",,,,,,,5a4013a4-c6e4-11e2-8753-002590937d1c,,EOL
event260,user2,"Henry Ulick Browne, the 5th Marquess of Sligo, was born.",,sourceevent287,Birth,1831,,,"Browne, Henry Ulick|Marquess of Sligo, 5th",,,,,,,5a0c0c08-c6e4-11e2-8753-002590937d1c,,EOL
event26,user6,Turmoil and violence continued on the streets of Paris following the French Revolution.,,sourceevent26,Revolution,1789,1789,Paris|France,,,,,,,,59a156d8-c6e4-11e2-8753-002590937d1c,,EOL
event259,user2,George Ulick Browne married Agatha Stewart Hodgson.,,sourceevent286,Marry,1887,,,"Browne, George Ulick|Hodgson, Agatha Stewart",,,,,,,59593f9c-c6e4-11e2-8753-002590937d1c,,EOL
event258,user2,George Ulick Browne died.,,sourceevent285,Death,1935,,,"Browne, George Ulick",,,,,,,5911e99e-c6e4-11e2-8753-002590937d1c,,EOL
event257,user2,George Ulick Browne travelled to India.,,sourceevent284,Travel,1890,1899,India,"Browne, George Ulick",,,,,,,58dcdcea-c6e4-11e2-8753-002590937d1c,,EOL
event256,user2,George Ulick Browne was born.,,sourceevent283,Birth,1856,,,"Browne, George Ulick",,,,,,,58935a16-c6e4-11e2-8753-002590937d1c,,EOL
event255,user2,Lady Alice and John Fitzgerald married.,,sourceevent282,Marry,1898,,London,"Mahon, Lady Alice|Mahon, John Fitzgerald",,,,,,,58541ef0-c6e4-11e2-8753-002590937d1c,,EOL
event254,user2,The Guinness Mahon merchant bank was founded in Dublin.,,sourceevent281,Found,1836,,Dublin,Guinness Mahon Merchant Bank,,,,,,,5823ba1c-c6e4-11e2-8753-002590937d1c,,EOL
event253,user2,"Raphael died in Rome,Italy.",,sourceevent280,Death,1520,,Rome,Raphael,,Renaissance,,,,,57e075e0-c6e4-11e2-8753-002590937d1c,,EOL
event252,user2,"Raphael was born in Urbino,Italy.",,sourceevent279,Birth,1483,,Urbino|Italy,Raphael,,Renaissance,,,,,57ac2e98-c6e4-11e2-8753-002590937d1c,,EOL
event251,user2,Marcantonio Raimondi died.,,sourceevent278,Death,1534,,,"Raimondi, Marcantonio",,Renaissance,,,,,574daf12-c6e4-11e2-8753-002590937d1c,,EOL
event250,user2,Marco Dente da Ravenna died.,,sourceevent277,Death,1527,,,"Ravenna, Marco Dente da",,Renaissance,,,,,57003b60-c6e4-11e2-8753-002590937d1c,,EOL
event249,user2,Marco Dente da Ravenna was born.,,sourceevent276,Birth,1493,,,"Ravenna, Marco Dente da",,Renaissance,,,,,56cb7ae2-c6e4-11e2-8753-002590937d1c,,EOL
event248,user2,"Nicolas Poussin died in Rome,Italy.",,sourceevent273,Death,1665,,Rome,"Poussin, Nicolas",,,,,,,569699c6-c6e4-11e2-8753-002590937d1c,,EOL
event247,user2,"Nicolas Poussin was born in Les Andelys, France.",,sourceevent272,Birth,1594,,Les Andelys|France,"Poussin, Nicolas",,,,,,,565cbb20-c6e4-11e2-8753-002590937d1c,,EOL
event246,user2,Giovanni Pietro Bellori died.,,sourceevent270,Death,1696,,,"Bellori, Giovanni Pietro",,,,,,,55fdd790-c6e4-11e2-8753-002590937d1c,,EOL
event245,user2,Giovanni Pietro Bellori was born.,,sourceevent269,Birth,1613,,,"Bellori, Giovanni Pietro",,,,,,,55c8dc70-c6e4-11e2-8753-002590937d1c,,EOL
event244,user2,"Guido Reni died in Bologna, Italy.",,sourceevent268,Death,1642,,Bologna,"Reni, Guido",,,,,,,5596dfae-c6e4-11e2-8753-002590937d1c,,EOL
event243,user2,"Guido Reni was born in Bologna, Italy.",,sourceevent267,Birth,1575,,Bologna,"Reni, Guido",,,,,,,5565f43e-c6e4-11e2-8753-002590937d1c,,EOL
event242,user2,Giovanni Battista Agucchi died.,,sourceevent264,Death,1632,,,"Agucchi, Giovanni Battista",,,,,,,5529fa92-c6e4-11e2-8753-002590937d1c,,EOL
event241,user2,Giovanni Battista Agucchi was born.,,sourceevent263,Birth,1570,,,"Agucchi, Giovanni Battista",,,,,,,54f82652-c6e4-11e2-8753-002590937d1c,,EOL
event240,user2,Richard Lassels died.,,sourceevent262,Death,1668,,,"Lassels, Richard",,,,,,,54b0a02a-c6e4-11e2-8753-002590937d1c,,EOL
event24,user6,"Irish artist Robert Ballagh painted ""Liberty on the Barracks (After Delacroix)"".",,sourceevent24,Paint,1968,1970,Dublin,"Ballagh, Robert|Delacroix,. Eugene",,Pop Art,Liberty on the Barricades (After Delacroix),,,,5479b9ca-c6e4-11e2-8753-002590937d1c,,EOL
event239,user2,Richard Lassels was born.,,sourceevent261,Birth,1603,,,"Lassels, Richard",,,,,,,542d08be-c6e4-11e2-8753-002590937d1c,,EOL
event238,user2,Nikolaus Pevsner died in London.,,sourceevent260,Death,1983,,London,"Pevsner, Nikolaus",,,,,,,53f2d5f4-c6e4-11e2-8753-002590937d1c,,EOL
event237,user2,Nikolaus Pevsner was born in Leipzig.,,sourceevent259,Birth,1902,,Leipzig,"Pevsner, Nikolaus",,,,,,,53bf6494-c6e4-11e2-8753-002590937d1c,,EOL
event236,user2,Voyage Pittoresque de Paris was published,"Voyage pittoresque de Paris : ou, Indication de tout ce qu'il y a de plus beau dans cette ville, en peinture, sculpture & architecture, par M.D*** (1778)",sourceevent258,Publish,1752,,Paris,,,,Voyage pittoresque de Paris,,,,5374ce3e-c6e4-11e2-8753-002590937d1c,,EOL
event234,user2,"Guercino created the drawing, Rinaldo preventing Armina from killing herself.","The subject of this drawing is taken from Torquato Tasso's 'Gerusalemme Liberata' which first appeared in a pirated edition in 1579. The great epic poem primarily focuses on Rinaldo and his hopeless love for a Saracen woman warrior, Armina and it inspired painters, from Guercino to Delacroix for centuries afterwards.",sourceevent256,Draw,1619,1620,Cento,"Guercino|Tasso, Torquato",Christian Art,Baroque,Rinaldo preventing Armina from killing herself,,,,533038d2-c6e4-11e2-8753-002590937d1c,,EOL
event233,user2,Denis Mahon identified a Guercino drawing as a study for the painting Saint Helena discovering the True Cross.,"Guercino's drawing, 'Saint Helena with two of her handmaidens' is a study for the painting 'St. Helena discovering the True Cross' that hangs in the church San Lazzaro dei Mendicanti, Venice.",sourceevent255,Identify,1952,1956,Venice,"Mahon, Denis|Guercino",Christian Art,Baroque,Saint Helena discovering the True Cross,,,,52bcfa48-c6e4-11e2-8753-002590937d1c,,EOL
event232,user2,"Denis Mahon tried to exhibit a painting at the annual Winter Exhibition at the Royal Academy of Arts, London.",The painting was Guercino's 'Jacob Blessing the sons of Joseph' (1620),sourceevent253,Exhibit,1934,,London,"Royal Academy of Art|Mahon, Denis|Guercino",,,Jacob Blessing the Sons of Joseph,,,,526df0a6-c6e4-11e2-8753-002590937d1c,,EOL
event23,user6,Robert Ballagh reinterpreted the material of other artists like Delacroix.,,sourceevent23,Paint,1968,1969,Dublin,"Ballagh, Robert|Delacroix, Eugene ",,Pop Art,,,,,5219bf36-c6e4-11e2-8753-002590937d1c,,EOL
event228,user2,"Sir Denis Mahon became Trustee of the National Gallery, London for the second time.",,sourceevent249,To become Trustee,1966,,London,"National Gallery London|Mahon, Denis",,,,,,,519fd59a-c6e4-11e2-8753-002590937d1c,,EOL
event227,user2,Denis Mahon was nominated as Trustee of the National Gallery of London,,sourceevent248,To become Trustee,1957,,London,"National Gallery London|Mahon, Denis",,,,,,,516d255a-c6e4-11e2-8753-002590937d1c,,EOL
event226,user2,"Denis Mahon's parents were photographed outside Westport House, Co.Mayo.",,sourceevent247,Photograph,1898,1910,Westport House|County Mayo,"Mahon, John Fitzgerald|Mahon, Lady Alice",,,,,,,510ed266-c6e4-11e2-8753-002590937d1c,,EOL
event225,user2,"Denis Mahon was born in No. 33 Cadogan Square, London.",,sourceevent246,Birth,1910,,33 Cadogan Square|London,"Mahon, Denis|Mahon, Lady Alice",,,,,,,5061f640-c6e4-11e2-8753-002590937d1c,,EOL
event224,user2,Gilbert Bowley took a portrait photograph of Denis Mahon.,,sourceevent245,Photograph,1913,,London,"Mahon, Denis",,,,,,,50316534-c6e4-11e2-8753-002590937d1c,,EOL
event223,user2,"German airships or Zeppelins, rained tonnes of explosives and incendiaries on London.",,sourceevent244,War,1915,1917,London,German army,,,,,,,4ff7a128-c6e4-11e2-8753-002590937d1c,,EOL
event222,user2,Denis Mahon recorded an air raid on London in his diary.,,sourceevent243,Diary record,1917,,London,"Mahon, Denis",,,,,,,4fb116a4-c6e4-11e2-8753-002590937d1c,,EOL
event221,user2,Nikolaus Pevsner gave lectures on Italian baroque painting at the Courtauld Institute.,,sourceevent242,Teach,1933,1934,London,"Courtauld Institute|Pevsner, Nikolaus",,Baroque,,,,,4f5e4d3e-c6e4-11e2-8753-002590937d1c,,EOL
event220,user2,Kenneth Clark introduced Denis Mahon to Dr Nikolaus Pevsner.,,sourceevent241,Introduce,1933,,Oxford,"Mahon, Denis|Clark, Kenneth|Pevsner, Nikolaus",,,,,,,4f115e8e-c6e4-11e2-8753-002590937d1c,,EOL
event219,user2,"Denis Mahon took tutorials from the art historian, Kenneth Clark at Oxford.",,sourceevent240,Teach,1927,1930,Oxford,"Mahon, Denis|Clark, Kenneth",,,,,,,4ed55858-c6e4-11e2-8753-002590937d1c,,EOL
event218,user2,"Denis Mahon was accepted into Christ Church, Oxford.",,sourceevent239,College admission,1927,,London|Oxford,"Mahon, Denis",,,,,,,4e94fb32-c6e4-11e2-8753-002590937d1c,,EOL
event217,user2,Lady Rumbold wrote to Lady Alice Mahon.,,sourceevent238,Write,1929,,Berlin|London,"Mahon, Denis|Mahon, Lady Alice|Rumbold, Lady",,,,,,,4e297ce0-c6e4-11e2-8753-002590937d1c,,EOL
