id,userid,title,description,objects,references,events,private,ca_sec_id,EOL
objectstory57,user2,The Bolognese writer Malvasia,"CARLO CESARE MALVASIA, Felsina Pittrice: vite de pittori bolognesi, (Bologna 1678) Malvasia was an Bolognese writer, painter, collector, antiquarian and lawyer. Written to counter what he felt was the Florentine bias of Vasari's Vite, the Felsina is not just a collection of biographies of individual painters but a history and celebration of painting in Bologna. Guido Reni was one of the greatest and most influential seventeenth century Italian painters and his sophisticated and complex art exemplifies the Bolognese school.",object128,,event117|event119|event123|event127,1,5608b7d6-c6e5-11e2-8753-002590937d1c,EOL
objectstory62,user2,Sir Denis Mahon's trip to Berlin in 1929,"Denis Mahon travelled to Berlin in 1929 with his school friend Mr Tony Rumbold and celebrated Christmas in the British Ambassador's residence. He spent four weeks in Germany. Lady Rumbold, wife of the British Ambassador to Germany, wrote to Lady Alice Mahon about Sir Denis's visit and commenting on his interest in and knowledge of art.",object96|object97,,event215|event216|event217,1,563faaf2-c6e5-11e2-8753-002590937d1c,EOL
objectstory63,user2,The discovery of documents relating to the early development of Sir Denis Mahon's art collection,"Discovered in a suitcase containing various lists, receipts, and accounts relating to effects contained in No.33 Cadogan Square and a safety deposit box in Harrods. The lists were assembled in case of possible war damage during World War II. The documentation provides valuable information concerning the early the development of Mahon's art collection. Regarded by him as his only vice, Mahon began collecting art in 1934. 'Jacob blessing the sons of Joseph' by Guercino (1620), now part of the NGI collection, was the first old master painting he acquired. It was purchased for the sum of £120.",object113,,event194|event198|event199|event64,1,568192a0-c6e5-11e2-8753-002590937d1c,EOL
objectstory65,user2,Sir Denis Mahon and Dr Heinrich Bodmer,"Dr Heinrich Bodmer, a scholar of the Italian baroque and renaissance, introduced the Austrian art historian, Otto Kurz, to Denis Mahon the 1930s. Together they travelled to Stalinist Russia, with many of the books currently on display, to study the Italian masters. In a letter, written in July 1939, Mahon outlines the provenance of Carracci's painting 'The Coronation of the Virgin' to Dr Heinrich Bodmer.",object109,,event98|event99|event97|event181|event183,1,56cf6ec6-c6e5-11e2-8753-002590937d1c,EOL
objectstory69,user2,The expansion of Vasari's 'Lives of the Artists'.,"Filippo Baldinucci, Notizie de' professori del disegno da Cimabue, in qua secolo V. dal 1610 al 1670, (Florence 1728) Baldinucci was an Italian businessman, art historian, collector and writer. Patronised by the Medici family, Baldinucci studied the lives of the artists and reaffirmed Vasari's belief in the supremacy of Tuscan art. Baldinucci expanded on Vasari's Vite and also included Northern European artists. He published three volumes in his lifetime, and three posthumously. His belief in the superiority of Florentine aesthetic values resulted in long-running hostilities between Baldinucci and Carlo Cesare Malvasia.",object8,,event202|event111|event112|event113|event106|event115,1,57406018-c6e5-11e2-8753-002590937d1c,EOL
objectstory70,user2,Antique travel guides,For art historical research travel guides from the past serve as indispensable resources. Not only do they document the changing streetscape of prominent towns and cities but they also provide insights into specific categories of judgment and taste through their descriptions of admired works of art and architecture. For a collector and art historian they are a valuable source of provenance information as many of them detail and catalogue works of art in prominent collections of the time. Sir Denis Mahon consulted travel guides in his research and his collection contains a number of rare and informative texts including Richard Lassels' 'The voyage of Italy' (1670) and 'Voyage Pittoresque de Paris' (1752).,object9|object124,,event207|event236,1,578db0c0-c6e5-11e2-8753-002590937d1c,EOL
objectstory71,user2,Mystery surrounding the subject matter of an etching after Guercino in the Royal Collection,"Francesco Bartolozzi (1725-1815) after Guercino (1591-1666) Etching, 1764 Bartolozzi, hailed as Italy's finest engraver of the time, was commissioned by Richard Dalton, Librarian to George III to copy the King's unrivalled collection of more than 800 drawings by Guercino. Mahon and Turner in the catalogue The drawings of Guercino in the collection of Her Majesty the Queen at Windsor Castle, have tentatively suggested two biblical subjects - Pharaoh's daughter and the infant Moses or Sarah expelling Hagar and Ishmael.",object111,,event409|event410|event96|event412|event413|event88|event409|event62,1,5815eef4-c6e5-11e2-8753-002590937d1c,EOL
objectstory72,user2,The Old Testament story of the Assassination of Amnon,"Francesco Bartolozzi (1725-1815) after Guercino (1591-1666) Etching, 1764 Bartolozzi's copies of drawings by Guercino promoted the Royal Collection and were particularly popular among eighteenth-century English connoisseurs. The story depicted is from the second book of Samuel in the Old Testament. Amnon and Absalom were half brothers and the sons of King David. When Amnon raped their sister, Absalom sought revenge, ordering his men to kill Amnon while he was drunk. Bartolozzi apparently did not recognise their biblical subject and mistook the subject for a gamblers' quarrel.",object112,,event62|event88|event407|event408|event411|event89,1,587e08b8-c6e5-11e2-8753-002590937d1c,EOL
objectstory73,user2,"Frits Lugt; self-taught collector, cataloguer and connoisseur of Netherlandish art","Frederik Johannes ÒFritsÓ Lugt (1884-1970) was a self-taught collector, cataloguer and connoisseur of Netherlandish drawings and prints. Included with this letter were a number of photographs of drawings from Lugt's collection. Before the advent of digital photography, art historians relied on high quality photographic reproductions in order to carry out research. Mahon's gift includes a significant fototeca or photo library built up over many years.",object112|object116,,event77|event78|event79,1,58cf4e44-c6e5-11e2-8753-002590937d1c,EOL
objectstory80,user2,Giorgio Vasari's 'Lives of the Artists',"GIORGIO VASARI, Delle Vite De Piu Eccellenti, pittori scultori et architettori, scrute da M. Giorgio Vasari. Vol. I & II, (Florence 1568) Giorgio Vasari's Vite provides an introduction to the arts of painting, sculpture and architecture and details, for the first time, the lives of the Renaissance artists. Dedicated to Cosimo de Medici and widely disseminated throughout Europe, this was a hugely influential and important book recording the artistic developments of the Renaissance for the first time. Originally published in 1550, this is the expanded second edition published in 1568 which is regarded as the seminal reference for the lives of the artists of the Renaissance period. Published by Giunti, the second edition is in three volumes and includes woodcut portraits of the artists represented. Although best known for his writing, Vasari, also worked as a painter and architect and his own entry at the end of volume II, is one of the longest in the book.",object125,,event116|event123|event124|event125|event126|event127,1,5917f5c2-c6e5-11e2-8753-002590937d1c,EOL
objectstory83,user2,Sir Denis Mahon's art collection in 1941,"Guercino was a gifted and prolific draughtsman. Mahon built up one of the most important collections of drawings by the seventeenth century master which he presented, to the Ashmolean Museum in Oxford in 1985.",object113,,event87|event198|event51,1,595b8a4e-c6e5-11e2-8753-002590937d1c,EOL
objectstory84,user2,Traveling artist part 1,"Nathaniel Hill<br ><br >Nathaniel Hill (1861 in Drogheda, Ireland, – 1934) was an Irish impressionist. During the mid 1880s, he painted in Brittany and at various locations in England.<br >Joseph Malachy Kavanagh<br ><br >Joseph Malachy Kavanagh (1856 – April 2, 1918) was an Irish painter. In September 1881 he, along with Walter Osborne and Nathaniel Hill, travelled to Antwerp to take the ""Nature"" class under Verlat. They returned during the winter of 1882-83 to take Verlat's ""Life"" class.<br ><br >Kavanagh travelled to Brittany as well.<br >Edward McGuire<br ><br >Edward McGuire (1932-1986) was an Irish painter, still-life artist and bird painter. He travelled in France and Italy from 1951 to 1953.<br ><br >McGuire plays the flute in the folk group the Whistlebinkies. In January 2006 he travelled to Hong Kong with the group to play a concert (""Scotland the Brave"") with the Hong Kong Chamber Orchestra.<br >Hugh Hamilton<br ><br >Hugh Hamilton (c. 1740 – 10 February 1808) was an Irish portrait-painter. In 1779 he travelled to Italy, where he remained for the next twelve years.",,,,0,59896d56-c6e5-11e2-8753-002590937d1c,EOL
objectstory85,user2,Traveling artist part 2,"Walter Frederick Osborne<br ><br >Walter Frederick Osborne (17 June 1859 – 24 April 1903) was an Irish impressionist landscape and portrait painter. Most of his paintings featured women, children, and the elderly as well as rural scenes. He won the Taylor Prize in 1881 and 1882, the highest student honour in Ireland of the time, while studying in Antwerp.<br ><br >In 1883, Osborne moved to Brittany where he painted his famous Apple Gathering, Quimperlé.<br >Mary Swanzy<br ><br >Mary Swanzy (1882 Dublin -1978) is considered to be the first Irish Cubist, preceding Evie Hone and Mainie Jellet. From a young age, Swanzy had travelled widely and this was something she maintained through her life. In 1924 and 1925 she lived in Honolulu and Samoa.<br >Barrie Cooke<br ><br >Barrie Cooke (born 1931) is an Irish abstract expressionist painter. He was born in Cheshire, England. He has lived and worked in Ireland since 1954. Though he has been based in Ireland ever since, he is widely traveled and his richly expressionist, semi-abstract paintings have been strongly influenced by time spent in such far-flung places as Lapland, New Zealand, Borneo and Malaya.<br >Eileen Gray<br ><br >Eileen Gray (August 9, 1878 – October 31, 1976) was an Irish furniture designer and architect and a pioneer of the Modern Movement in architecture. In 1900 she went on her first visit to Paris.<br ><br >She also served as Mayor of the Royal Borough of Kingston upon Thames and has been appointed an Olympic torchbearer for the 2012 London Olympics.<br >Robert Gibbings<br ><br >Robert Gibbings (23 March 1889 to 19 January 1958) was an Irish artist and author who was most noted for his work as a wood engraver and sculptor, and for his books on travel and natural history. He was commissioned by Penguin Books to write a travel book. He went to Bermuda and the Red Sea, and wrote and illustrated Blue Angels and Whales (1938). This was the first original writing commissioned by Penguin. The book led to Gibbings’s appointment as art director of a new series of Penguin Illustrated Classics.<br ><br >In August 1945 he set out for Polynesia again. He visited many of the islands and spent some time in New Zealand.<br >Sir John Lavery<br ><br >Sir John Lavery (20 March 1856 – 10 January 1941) was an Irish painter best known for his portraits. Unlike most of his contemporaries, Lavery spent his early years painting in Barbizon rather than Brittany.<br >Thomas Hickey<br ><br >Thomas Hickey (1741-1824) was an Irish painter. Hickey painted primarily portraits and genre scenes. He traveled widely, working in India, Portugal, Italy and England.<br ><br >He eventually reached Bengal and stayed there until 1791.<br ><br >He then traveled as far as Peking, China with George Macartney, 1st Earl Macartney as the expedition's official portrait painter.<br ><br >By 1798 he had returned to India where he landed just in time for the start of the Fourth Mysore War, which kept him engaged in painting. He resided in Madras until his death in 1824.",,,,0,59b5d238-c6e5-11e2-8753-002590937d1c,EOL
objectstory86,user2,Traveling artist part 3,"Mildred Anne Butler<br ><br >Mildred Anne Butler (January 11, 1858 – October 11, 1941) was an Irish artist, who worked in watercolour and oil of landscape, genre and animal subjects. In her late twentieths she made annual visits to the continent until the outbreak of war. She travelled to France, Belgium, Switzerland and Italy.<br >Redmond Herrity<br ><br >Redmond Herrity is an Irish sculptor from Letterkenny, County Donegal. Herrity was inspired by street sculptors in India during a visit there in 1997. He later visited Australia where he got to work with stone for the first time. To increase his sculpting knowledge he visited Carrara in Italy.<br >Amelia Curran<br ><br >Amelia Curran (1775-1847) was an Irish painter. In 1821, she moved to Naples, where she converted to Catholicism. She moved to Paris the next year, where, it was falsely rumored, she had married and separated from a man. She returned to Rome in 1824.<br >Francis Bacon<br ><br >Francis Bacon (28 October 1909 – 28 April 1992) was an Irish-born British figurative painter known for his bold, graphic and emotionally raw imagery. He travelled into Paris to visit the city's art galleries.<br ><br >After 1946, Bacon spent some time in Monte Carlo.<br ><br >Bacon was impressed by the African landscapes and wildlife, and took photographs in Kruger National Park. On his return journey he spent a few days in Cairo, and wrote to Erica Brausen of his intent to visit Karnak and Luxor, and then travel via Alexandria to Marseilles.<br ><br >On 27 June 1576, he entered de societate magistrorum at Gray's Inn. He visited Blois, Poitiers, Tours, Italy, and Spain.<br >Francis Joseph O'Meara<br ><br >Francis Joseph O'Meara (March 30, 1853 – 1888) was an Irish artist. The son of a doctor, O'Meara was born in Carlow, Ireland. Around 1872, the young artist travelled to Paris where he would study under the French painter Carolus Duran. In 1875 he visited the artists colonies in Barbizon and Grez-sur-Loing.<br >Aloysius O'Kelly<br ><br >Aloysius O'Kelly (3 July 1853 in Dublin – c.1941) was an Irish painter. He traveled to Brittany in 1876 painting its aesthetic coastlines, fishing ports and villages.<br >Roderic O'Conor<br ><br >Roderic O'Conor (17 October 1860 – 18 March 1940) was an Irish painter. Like his classmate, Richard Moynan, O'Conor would travel to Antwerp and Paris to gain further experience.<br ><br >In 1892 he went to Pont-Aven in Brittany where he worked closely with a group of artists around the Post-Impressionist Paul Gauguin, whom he befriended.<br >Norah McGuinness<br ><br >Norah McGuinness (7 November 1901, County Londonderry, Ireland – 22 November 1980, County Dublin) was an Irish painter and illustrator. She married the editor Geoffrey Phibbs, but they divorced in 1929. The same year she travelled to Paris to work at the studio of André Lhote.<br ><br >From there she moved to London where she was a member Lucy Wertheim's 'Twenties Group' and of the avant-garde London Group, from 1937-39 she lived in New York.<br >Michael Mulcahy<br ><br >Michael Mulcahy (born 1952 in County Cork) is an Irish expressionist painter. He has travelled extensively, particularly in north and west Africa where he has lived and worked in the local community.<br >Norman Garstin<br ><br >Norman Garstin (28 August 1847 - 22 June 1926) was an Irish artist, teacher, art critic and journalist associated with the Newlyn School of painters. Garstin attended Victoria College on the island of Jersey and then he worked in architecture and engineering for brief periods. He then travelled to South Africa where he befriended Cecil Rhodes, worked as a journalist and was involved in government in Cape Town.<br ><br >He then travelled and painted his way through Spain, Morocco and Venice, Italy.<br >William John Leech<br ><br >William John Leech (10 April 1881 – 16 July 1968) was an Irish painter. Leech travelled to the South of France, to Marseilles, Grasse and Cagnes-sur-Mer.<br >Augustus Joseph Nicholas Burke<br ><br >Augustus Joseph Nicholas Burke (July 28, 1838 – 1891) was an artist and a member of the Royal Hibernian Academy (RHA). He was one of the earliest Irish artists to travel to Brittany.<br >Diarmuid O'Ceallacháin<br ><br >Diarmuid O'Ceallacháin (born 31 October 1915 near Drimoleague, County Cork) was an Irish painter known for his landscape and figurative work. He worked in France, Germany, Greece and the Middle East.<br >Stanhope Alexander Forbes<br ><br >Stanhope Alexander Forbes R.A., (18 November 1857, – 2 March 1947), was an artist and a founding member of the influential Newlyn school of painters. He was often called 'the father of the Newlyn School'. Forbes and La Thangue went to Cancale, Brittany and painted en plein air.<br ><br >He travelled to Paris in 1880 and studied under Bonnat at his atelier in Clichy.<br >Charles Jervas<br ><br >Charles Jervas (or Charles Jarvis; c. 1675 – 1739) was an Irish portrait painter, translator, and art collector of the early 18th century. In 1699, he travelled to Paris and Rome (while financially supported by Clarke and others).<br >Robert Charles Goff<br ><br >Robert Charles Goff (1837-1922) was a printmaker and painter who specialised in topographical scenes. As an etcher he was strongly influenced by the work of James McNeill Whistler. On display were local views of Brighton, Hove and Sussex, as well as pictures from his travels in Britain, Italy, Egypt and Japan.",,,,0,59e66f10-c6e5-11e2-8753-002590937d1c,EOL
objectstory87,user2,Traveling artist part 4,"Paul Kane<br ><br >Paul Kane (September 3, 1810 – February 20, 1871) was an Irish-born Canadian painter, famous for his paintings of First Nations peoples in the Canadian West and other Native Americans in the Oregon Country.<br ><br >Not much is known about Kane's youth in York, which at that time was a small settlement of a few thousand people. He went to school at Upper Canada College, and then received some training in painting by an art teacher named Thomas Drury at the Upper Canada College around 1830. In July 1834, he displayed some of his paintings in the first (and only) exhibition of The Society of Artists and Amateurs in Toronto, gaining a favourable review by a local newspaper, The Patriot.<br ><br >Kane began a career as a sign and furniture painter at York, moving to Cobourg, Ontario, in 1834. At Cobourg, he took up a job in the furniture factory of Freeman Schermerhorn Clench, but also painted several portraits of the local personalities, including the sheriff and his employer's wife. In 1836 Kane moved to Detroit, Michigan, where the American artist James Bowman was living. The two had met earlier at York. Bowman had persuaded Kane that studying art in Europe was a necessity for an aspiring painter, and they had planned to travel to Europe together. But Kane had to postpone the trip, as he was short of money to pay for the passage to Europe and Bowman had married shortly before and was not inclined to leave his family. For the next five years, Kane toured the American Midwest, working as an itinerant portrait painter, travelling to New Orleans.<br ><br >In June 1841, Kane left America, sailing from New Orleans aboard a ship bound for Marseilles in France, arriving there about three months later. Unable to afford formal art studies at an art school or with an established master, he toured Europe for the next two years, visiting art museums wherever he could and studying and copying the works of old masters. Until autumn 1842 he stayed in Italy, before trekking across the Great St. Bernard Pass, moving to Paris and from there on to London. In London he met George Catlin, an American painter who had painted Native Americans on the prairies and who now was on a promotion tour for his book, Letters and Notes on the Manners, Customs and Conditions of the North American Indians. Catlin lectured at Egyptian Hall at Piccadilly, where he also exhibited some of his paintings. In his book Catlin argued that the culture of the Native Americans was disappearing and should be recorded before passing into oblivion. Kane found the argument compelling and decided to similarly document the Canadian Aboriginal peoples.<br ><br >Kane returned in early 1843 to Mobile, Alabama, where he set up a studio and worked as a portrait painter until he had paid back the money borrowed for his voyage to Europe. He returned to Toronto late 1844 or early 1845 and immediately began preparing for a trip to the west<br >Travels in the Northwest<br ><br >Ojibwa camp at the shores of Georgian Bay; a typical field sketch of Kane's from his first trip 1845<br ><br >Kane set out on his own on June 17, 1845, travelling along the northern shores of the Great Lakes, visiting first the Saugeen reservation. After weeks of sketching, he reached Sault Ste. Marie between Lake Superior and Lake Huron in summer 1845. He had intended to travel further west, but John Ballenden, an experienced officer of the Hudson's Bay Company stationed at Sault Ste. Marie, told him of the many difficulties and perils of travelling alone through the western territories and advised Kane to attempt such a feat only with the support of the company. After the Hudson's Bay Company had taken over its competitor, the North West Company of Montreal, in 1821, the whole territory west of the Great Lakes until the Pacific Ocean and the Oregon Country was Hudson's Bay land, a largely uncharted wilderness with about a hundred isolated outposts of the company along the major fur trade routes. Kane returned to Toronto for the winter, elaborating his field sketches to oil canvases, and in spring of the next year, he went to the headquarters of the Hudson's Bay Company at Lachine (today part of Montreal) and asked company governor George Simpson for support for his travel plans. Simpson was impressed by Kane's artistic ability, but at the same time worried that Kane might not have the stamina needed to travel with the fur brigades of the company. He granted Kane passage on company canoes only as far as Lake Winnipeg, with the promise of full passage if the artist did well until then. At the same time, he commissioned Kane to do paintings of Indian lifestyle for him, with some very detailed instructions as to the subjects.<br >Going west<br ><br >Canoe brigade preparing camp on the Winnipeg River while being visited by some Saulteaux. Field sketch by Kane, June 10, 1846.<br ><br >On May 9, 1846, Kane departed by steamboat from Toronto with the intent to join a canoe brigade from Lachine at Sault Ste. Marie. After an overnight stop, he missed the boat, which had left in the morning earlier than advertised, and he had to race after it by canoe. Arriving at the Sault, he learned that the canoe brigade had already left, so he sailed aboard a freight schooner to Fort William on Thunder Bay. He finally caught up with the canoes about 35 miles (56 km) beyond Fort William on the Kaministiquia River on May 24.<br ><br >By June 4 Kane reached Fort Frances, where a pass from Simpson for travelling further was awaiting him. His next stop was the Red River Colony (near modern-day Winnipeg). There, he embarked on a three-week excursion by horse, joining a large Métis hunting band that went buffalo hunting in Sioux lands in Dakota Territory in the United States. On June 26 Kane witnessed and participated in one of the last great buffalo hunts, which within a few decades, aided by railroad travel, decimated the animals to near-extinction. Upon his return he continued by canoe and sailing boats by way of Norway House, Grand Rapids, and The Pas up the Saskatchewan River to Fort Carlton. For variety, he continued from there on horseback to Fort Edmonton, witnessing a Cree buffalo pound hunt along the way.<br ><br >Jasper's House as painted in a field sketch by Kane in 1846.<br ><br >On October 6, 1846, Kane left Edmonton for Fort Assiniboine, where he again embarked with a canoe brigade up the Athabasca River to Jasper's House, arriving on November 3. Here he joined a large horse troop bound west, but the party soon had to send the horses back to Jasper's House and continue on snowshoes, taking only the essentials with them, because Athabasca Pass was already too deeply snowed in that late in the year. They crossed the pass on November 12 and three days later joined a canoe brigade that had been waiting to take them down the Columbia River.<br >In the Oregon country<br ><br >The interior of a ceremonial lodge in the Columbia River region painted by Paul Kane in 1846<br ><br >Finally, Kane arrived on December 8, 1846, at Fort Vancouver, the main trading post and headquarter of the Hudson's Bay Company in the Oregon Territory. He stayed there over winter, sketching among and studying the Chinookan and other tribes in the vicinity and making several excursions, including a longer one of three weeks through the Willamette Valley. He enjoyed the social life at Fort Vancouver, which at that time was being visited by the British ship Modeste, and became friends with Peter Skene Ogden.<br ><br >On March 25, 1847, Kane set out by canoe to Fort Victoria, which had been founded shortly before to become the new company headquarter, as the operations at Fort Vancouver were to be wound down and relocated following the conclusion of the Oregon Treaty of 1846, which fixed the continental border between Canada and the United States west of the Rocky Mountains at the 49th parallel north. Kane went up the Cowlitz River and stayed for a week among the tribes living there in the vicinity of Mount Saint Helens before continuing on horseback to Nisqually (today Tacoma) and then by canoe again to Fort Victoria.<br ><br >Mount St. Helens erupting at night by Kane after his 1847 visit to the area<br ><br >His painting of Mount St. Helens in eruption at night in 1847 which is housed in the Royal Ontario Museum in Toronto was the only known image of an active Cascade volcano until the eruption of Lassen Peak in California in 1914. Although the scene was somewhat fictionalized, it did correctly show the active vent on the side of the volcano rather that the summit. He stayed for two months in that area, traveling and sketching among the Native Americans on Vancouver Island and around the Juan de Fuca Strait and the Strait of Georgia. He returned to Fort Vancouver in mid-June, from where he departed to return back east on July 1, 1847.<br >Crossing the Rockies again<br ><br >By mid-July Kane had reached Fort Walla Walla where he made a minor detour to visit the Whitman Mission that a few months later would be the site of the Whitman massacre. He went with Marcus Whitman to visit the Cayuse living in the area and happened to draw a portrait of Tomahas (Kane gives the name as ""To-ma-kus""), the man who would later be named as Whitman's murderer. According to Kane's travel report, the relations between the Cayuse and the settlers at the mission were already strained by the time of his visit in July.<br ><br >Kane crossed the Rocky Mountains twice in winter. (Field sketch by Kane, 1846.)<br ><br >Kane continued with one guide by horseback through the Grande Coulée to Fort Colville, where he stayed for six weeks, sketching and painting the natives who had set up a fishing camp below Kettle Falls at this time of the salmon run. On September 22, 1847, Kane assumed command of a canoe brigade up the Columbia River and arrived on October 10 at Boat Encampment. The party had to wait for three weeks until a badly delayed horse trek from Jasper arrived. Then they switched, the horse team taking over the canoes and going down the Columbia River, and Kane's group loading their cargo on the horses and taking them back over Athabasca Pass. They managed to bring all 56 horses safely and without loss to Jasper's House, despite the heavy snow and intense cold. As the canoes that should have been awaiting them had already left, they were forced to set out on snowshoes and with a dog sled to Fort Assiniboine, where they arrived after much hardship and without food two weeks later. After a few days' rest, they continued to Fort Edmonton, where they spent the winter.<br ><br >Kane passed the time at the fort with buffalo hunting, and also sketched among the Cree living in the vicinity. In January he undertook an excursion to Fort Pitt, some 200 miles (320 km) down the Saskatchewan River, and then returned to Edmonton. In April he visited Rocky Mountain House, where he wanted to meet the Blackfoot. When they did not turn up, he returned to Edmonton.<br >Going back east<br ><br >The fifth Fort Edmonton was constructed on the high ground above the North Saskatchewan River after the fourth fort, which had been located on the river banks, had been flooded several times.<br ><br >On May 25, 1848, Kane left Fort Edmonton, travelling with a large party of 23 boats and 130 people bound for York Factory, led by John Edward Harriott. On June 1 they met with a large war party of some 1,500 warriors of Blackfoot and other tribes who were planning a raid against the Cree and Assiniboine. On that occasion Kane met the Blackfoot chief Big Snake (Omoxesisixany). The canoe brigade stayed as briefly as possible and then continued hastily down the river. On June 18 they arrived at Norway House, where Kane stayed for a month, waiting for the annual meeting of the chief factors of the Hudson's Bay Company and the arrival of the party with which he was bound to travel further. On July 24 he departed with the party of one Major McKenzie; they travelled along the eastern shore of Lake Winnipeg to Fort Alexander. From there on Kane followed the same route he had taken two years earlier going west: by the Lake of the Woods, Fort Frances, and Rainy Lake, he travelled by canoe to Fort William and then along the northern shore of Lake Superior until he reached Sault Ste. Marie on October 1, 1848. From there he returned by steamboat to Toronto, where he landed on October 13. He noted in his book on this last leg of his journey: ""the greatest hardship that I had to endure now was the difficulty in trying to sleep in a civilized bed"".",,,,0,5a1c83fc-c6e5-11e2-8753-002590937d1c,EOL
objectstory97,user2,Sir Denis Mahon's knighthood,"In 1986 Mahon was knighted in recognition of his academic achievements and his advocacy of the arts. The numerous letters of congratulations he received are testament to the great respect and esteem in which he was held in the art world. He appeared bemused by it all and comments in a short note,'I'm afraid it's rather absurd, but a knighthood was conferred on me this year, so I have now become Sir Denis Mahon!'",object123|object122|object121,,,1,5a614e24-c6e5-11e2-8753-002590937d1c,EOL
objectstory314,user2,Giordano's The Cave of Eternity,"The serpent biting its tail symbolises Eternity. The crowned figure of Janus holds the fleece from which the Three Fates draw out the thread of life. The hooded figure is Demagorgon who receives gifts from Nature, from whose breasts pours forth milk. Seated at the entrance to the cave is the winged figure of Chronos, who represents Time.<br >This painting is one of a group of 10 'modelli', or elaborated oil studies, made in preparation for the fresco projects that Giordano created for the Palazzo Medici Riccardi in Florence. This painting is connected with the ceiling of the Galleria.",object504,,event1035|event1051,0,5aa9b6d2-c6e5-11e2-8753-002590937d1c,EOL
objectstory315,user2,Schedoni's Holy Family,"This is one of the finest and most beautiful of numerous small paintings of the Holy Family which Schedoni painted in the last years of his life when he was in the service of Ranuccio I Farnese in Parma.<br ><br >Schedoni trained in Rome with Federico Zuccaro but worked chiefly in Modena and Parma. He is best known for his small, refined devotional works. Correggio and Parmigianino were his chief influences, but he also admired the Carracci who worked in nearby Bologna. The close-knit composition, the golden light and the natural gestures of the figures create a powerful sense of human intimacy and show the influence of Correggio. According to an inscription on the reverse, the painting belonged to Schedoni's wife.",object505,,event1035|event1036,0,5ae8cf48-c6e5-11e2-8753-002590937d1c,EOL
objectstory316,user2,Domenichino's Landscape with a Fortified Town,"The composition of this painting is closely based on Annibale Carracci's 'Flight into Egypt', the most famous of the lunettes painted by Annibale for the chapel of the Aldobrandini Palace and now in the Galleria Doria Pamphilj, Rome. The fortified town is almost identical, even to the extent of there being the same number of windows on individual facades. However, unlike Annibale's painting, Domenichino's work has no narrative focus; it is instead peopled with genre figures: a recumbent woman watching a fisherman sorting his catch, boatmen, a woman and a playful child, a shepherd and his flock.<br ><br >The painting is one of Domenichino's most celebrated landscapes and was much admired by Constable.",object506,,event1035|event1037,0,5b29acf2-c6e5-11e2-8753-002590937d1c,EOL
objectstory317,user2,Guercino's Head of an Old Man,"This boldly executed painting is probably an oil-sketch made from the life as a study of physiognomy and expression. Although the man's gaze and the warm lighting suggest that Guercino had in mind a figure of a saint or a prophet, it is not connected with a final painting, nor is it a fragment of a finished work. The freedom of handling suggests a dating of c. 1619-20. A copy is in the Hermitage, St Petersburg.",object507,,event1035|event1038,0,5b69bf2c-c6e5-11e2-8753-002590937d1c,EOL
objectstory318,user2,Domenichino's The Vision of St Jerome,"St Jerome (c. 342-420), in prayer before a crucifix, is interrupted by a heavenly vision, signifying divine blessing and inspiration. Domenichino made several paintings of the saint when in Rome in 1602-10: this was apparently made c. 1606-8 when he was living in the household of Monsignor Giovanni Battista Agucchi and it had a companion of a St Francis in prayer.",object508,,event1035|event1039,0,5ba9b88e-c6e5-11e2-8753-002590937d1c,EOL
objectstory319,user2,Guercino's Saint Gregory the Great with Saints Ignatius Loyola and Francis Xavier,"The picture was painted for the Ludovisi family in Rome. Alessandro Ludovisi had been elected pope in 1621 with the name Gregory XV. During his papacy Saint Ignatius, founder of the Jesuits, and Saint Francis Xavier, one of the order's greatest missionaries, were canonised.<br ><br >The picture was painted shortly after Pope Gregory's death (1623) and was probably intended for the new Jesuit church of S. Ignazio in Rome.",object509,,event1035|event1040,0,5be64b46-c6e5-11e2-8753-002590937d1c,EOL
objectstory320,user2,Guercino's The Angel appears to Hagar and Ishmael,"This episode is taken from the Old Testament (Genesis 16 and 21). Abraham has a child called Ishmael by Hagar, the Egyptian maidservant of his aged and barren wife, Sara. When Sara miraculously conceives and gives birth to Isaac, she demands that Hagar and Ishmael should be banished, to which Abraham reluctantly agrees. In the wilderness their supplies run out, but an angel appears and points out a source of water to Hagar.<br ><br >Guercino painted this picture for the Sienese patron Pandolfo Savini. He focuses on the sorry plight of Hagar while Ishmael sleeps in the background.",object510,,event1035|event1041,0,5c279b78-c6e5-11e2-8753-002590937d1c,EOL
objectstory321,user2,Guido Reni's The Rape of Europa,"Europa was the daughter of Agenor, King of Tyre. Zeus fell in love with her and transformed himself into a docile bull in order to abduct her from the shore where she was playing. She climbed on his back and they swam away to Crete. She bore him three sons, Minos, Rhadamanthys and Sarpedon.<br ><br >The myth, with its dark erotic undertones, was one of the most popular classical subjects for 17th-century paintings, although the inclusion of Cupid makes this example rather unusual. Europa is shown at the moment when her disquiet at being abducted begins to turn to love.<br ><br >The painting was made for King Wladislaw of Poland, shortly before 1640, and its luminous tonality, studied elegance and strong pale colouring are typical of Reni's late style.",object511,,event1035|event1042,0,5c65dcda-c6e5-11e2-8753-002590937d1c,EOL
